# LAMMPS data file written by OVITO Basic 3.8.4

3068 atoms
1 atom types

-32.0 32.0 xlo xhi
-32.0 32.0 ylo yhi
-55.0 -25.0 zlo zhi

Atoms  # atomic

1 1 -29.848988 -29.9405540735 -49.13224488
2 1 -27.381726 -28.4610158308 -46.0517025594
3 1 -27.451148 -28.0226267051 -48.7133259905
4 1 -29.14694 -28.2889275526 -47.5426424509
5 1 -25.737434 -28.7042646667 -50.3159637661
6 1 -26.96746 -26.3187823666 -47.3030493214
7 1 -28.982552 -27.7182399254 -50.4093802112
8 1 -26.851482 -26.2505283669 -50.126585692
9 1 -25.446974 -29.1646033165 -44.9583048428
10 1 -25.013756 -28.8178208805 -47.562219234
11 1 -23.23165 -29.4955500227 -49.2265188205
12 1 -21.548836 -29.6779615931 -47.3122916663
13 1 -23.387386 -29.4996592944 -45.8156486211
14 1 -24.91364 -26.9845845984 -45.9682585438
15 1 -24.707228 -26.6713779185 -48.9309963587
16 1 -20.911266 -27.8113500072 -45.8505652698
17 1 -22.990012 -27.5188901378 -47.4367397395
18 1 -20.96977 -27.7896009353 -48.9083354233
19 1 -22.807702 -27.3191394456 -50.4113783374
20 1 -23.165936 -27.6351524573 -44.7933987587
21 1 -17.100472 -29.1683116836 -45.8283391494
22 1 -18.873514 -28.3626939899 -50.2811644163
23 1 -16.933406 -29.2614217654 -48.6109624702
24 1 -18.824074 -28.5897061915 -47.3049402607
25 1 -15.114426 -29.8963543468 -47.1086061592
26 1 -18.48644 -26.6073334166 -48.8345685676
27 1 -18.198658 -26.6903206585 -45.8129183879
28 1 -16.520788 -27.0476268389 -47.2877903515
29 1 -14.729206 -28.0055882617 -45.6997047187
30 1 -14.640832 -27.770457743 -48.6171813346
31 1 -16.422114 -27.2495825061 -50.0125863224
32 1 -14.819022 -29.6644310645 -50.2889486144
33 1 -10.554616 -28.8197251772 -45.6598129784
34 1 -10.846312 -28.9484155378 -48.6905538233
35 1 -12.65458 -28.085167815 -47.2077237356
36 1 -9.153404 -29.6010881456 -47.2205962794
37 1 -8.563214 -29.1892589463 -50.1366602525
38 1 -12.566824 -28.0275377859 -49.9919396924
39 1 -10.356238 -26.8596026049 -47.3265495507
40 1 -9.945474 -26.7941549371 -50.1034697178
41 1 -8.357832 -27.3280595718 -45.6671846079
42 1 -8.490084 -27.4224725934 -48.3883271223
43 1 -4.801448 -29.9364448019 -47.3562989804
44 1 -4.061908 -28.2014301345 -45.8951995263
45 1 -2.504754 -29.8137680095 -46.6283480309
46 1 -4.292628 -28.1090216357 -48.608232237
47 1 -6.590558 -28.0533961294 -47.1222371011
48 1 -1.464454 -28.0447766815 -48.4191383094
49 1 -6.567074 -27.8905286558 -49.9299108169
50 1 -3.065486 -26.4750349151 -50.1911223372
51 1 -6.327908 -28.2654746364 -44.6751189902
52 1 -1.178114 -28.0912816094 -46.0219834656
53 1 2.13931 -29.9414561087 -45.6378497692
54 1 0.607082 -28.5039126177 -49.3592587129
55 1 3.360684 -28.1511166135 -47.4774202138
56 1 0.886006 -27.9612883089 -46.7622406884
57 1 3.321956 -27.7870952819 -45.1466201484
58 1 3.139234 -28.5654514662 -50.2220973382
59 1 3.925742 -26.3983619198 -49.7112322848
60 1 -0.63551 -26.6682709083 -50.0942920895
61 1 1.750176 -26.5432889147 -48.5643260427
62 1 8.959558 -29.8196813516 -46.6028152947
63 1 6.834874 -29.8185788641 -45.4645001863
64 1 5.400702 -28.4514943478 -48.9525348649
65 1 7.51076 -27.9200953664 -50.211721441
66 1 5.51359 -27.9790283353 -46.5899528628
67 1 7.890624 -27.9080682299 -47.6200091696
68 1 10.231196 -27.8235775959 -48.8038079404
69 1 7.789478 -27.5692036588 -45.0235776397
70 1 10.111716 -27.5845382579 -46.220370298
71 1 11.531262 -29.6338620926 -47.560217063
72 1 11.385208 -29.5480685188 -44.7846114527
73 1 13.630402 -29.8788147728 -48.7567063621
74 1 13.856384 -29.7722743885 -46.149141548
75 1 16.47588 -29.8810197478 -47.1328243387
76 1 12.417474 -27.8777999364 -49.8416251879
77 1 12.48051 -27.4216707843 -47.4726776977
78 1 15.026052 -28.0838648752 -48.2800986567
79 1 14.931704 -27.3870927669 -45.7844835149
80 1 12.838538 -27.2957867555 -44.9013339771
81 1 16.48515 -29.3999342875 -44.6977293657
82 1 18.403628 -29.6204317901 -48.413657619
83 1 18.508276 -29.5369434175 -45.5676928885
84 1 20.717832 -29.9266226404 -49.5993523851
85 1 20.783958 -29.0801126825 -47.1825348065
86 1 17.347054 -27.6537945189 -47.1089297424
87 1 16.844826 -27.9660991635 -49.4805619618
88 1 19.553108 -27.3324695219 -48.2044610856
89 1 21.871432 -27.3599314836 -49.1286652409
90 1 19.811432 -27.082605761 -45.7167433961
91 1 22.156742 -27.1240993819 -46.6457507394
92 1 19.596162 -28.1608385488 -50.4843039779
93 1 22.931508 -29.6135161866 -48.0792040545
94 1 25.613834 -29.1491684913 -46.8501339728
95 1 25.156926 -29.8072533105 -49.1545013364
96 1 27.944724 -29.5849517374 -48.2051689239
97 1 24.705168 -27.0181603545 -45.3395161785
98 1 24.20603 -27.5430446369 -47.9483652134
99 1 26.60387 -27.6574026599 -49.0680742883
100 1 26.76764 -27.0557451561 -46.6203595708
101 1 23.998794 -27.9140817982 -50.3903879002
102 1 28.01085 -29.0566597663 -45.8334153607
103 1 23.320024 -28.8905850564 -45.6266254773
104 1 29.988244 -29.3250653627 -49.3361326266
105 1 28.747712 -27.5383340084 -50.1241153366
106 1 28.874608 -27.2517874812 -47.7484716967
107 1 29.297526 -26.9770676381 -45.2532104741
108 1 -28.696624 -26.0639072988 -45.9059081076
109 1 -29.036318 -25.7935974058 -48.5916485984
110 1 -28.27453 -23.9703837374 -47.3998006957
111 1 -28.031038 -24.0283144449 -49.8209714795
112 1 -27.747582 -21.8018910252 -48.9565189829
