# LAMMPS data file written by Ovito 3.8.4

130 atoms
1 bonds
2 atom types
1 bond types

-5.7328 5.7328 xlo xhi
-5.7328 5.7328 ylo yhi
-17.1984 11.4656 zlo zhi

Masses

1 55.847  # Fe
2 1.008  # H

Atoms  # bond

1 0 1 -2.5729588279 -2.6651644967 -11.8646164398 0 0 0
32 0 1 -4.0061654135 -4.0984334484 -10.4151668325 0 0 0
7 0 1 -5.4392351178 -2.6645751816 -11.8652372675 0 0 0
39 0 1 -5.4400518169 -2.665677564 -9.0107021463 0 0 0
63 0 1 -5.4390414458 -5.5334516689 -9.010496092 0 0 0
31 0 1 -5.4393475067 -5.5315312969 -11.8657939531 0 0 0
25 0 1 -2.572659211 -5.5314784899 -11.8651786464 0 0 0
26 0 1 -1.1404230364 -4.0980343595 -10.4161232804 0 0 0
3 0 1 0.2936274777 -2.664958889 -11.8644760109 0 0 0
28 0 1 1.7264856118 -4.0979689442 -10.4159082705 0 0 0
27 0 1 0.2932010607 -5.5320104433 -11.8651213178 0 0 0
59 0 1 0.2922704957 -5.5331342166 -9.0098937509 0 0 0
37 0 1 3.1593616725 -2.6661312453 -9.0113651231 0 0 0
5 0 1 3.1595746195 -2.6650582026 -11.8648501849 0 0 0
30 0 1 4.5926216031 -4.0987117759 -10.4150375055 0 0 0
61 0 1 3.1583693338 -5.5331788963 -9.0105075238 0 0 0
29 0 1 3.1599101833 -5.5312847261 -11.8655367059 0 0 0
8 0 1 -4.0064059171 -1.2318253432 -10.4159985056 0 0 0
9 0 1 -2.573179164 0.2017290715 -11.8644945123 0 0 0
41 0 1 -2.5730232146 0.200433796 -9.0109383706 0 0 0
47 0 1 -5.4398445695 0.2011481996 -9.0100493084 0 0 0
16 0 1 -4.0056952895 1.6345841276 -10.4166008501 0 0 0
15 0 1 -5.4395791838 0.2013692249 -11.8649764798 0 0 0
2 0 1 -1.1399950719 -1.2320818798 -10.4158756316 0 0 0
4 0 1 1.7264885324 -1.2323320951 -10.4160723094 0 0 0
10 0 1 -1.139854311 1.6341282391 -10.4165233469 0 0 0
43 0 1 0.2930174214 0.2004361179 -9.0098498484 0 0 0
11 0 1 0.2934567805 0.2016523178 -11.8647979316 0 0 0
12 0 1 1.7261664436 1.6345620881 -10.41657545 0 0 0
13 0 1 3.1604443393 0.2019285722 -11.864684416 0 0 0
6 0 1 4.5924156333 -1.231593676 -10.4158611871 0 0 0
45 0 1 3.1590480465 0.2010192202 -9.0111540705 0 0 0
14 0 1 4.5920896507 1.6346541263 -10.4165773736 0 0 0
49 0 1 -2.5725944107 3.0658288847 -9.011154128 0 0 0
17 0 1 -2.5734524531 3.0677282123 -11.8649158365 0 0 0
24 0 1 -4.0057088458 4.4999086275 -10.4160358065 0 0 0
23 0 1 -5.4390787722 3.0682182101 -11.8654521203 0 0 0
55 0 1 -5.4395231432 3.0660538679 -9.0106396662 0 0 0
18 0 1 -1.1397216699 4.5005268106 -10.4164853386 0 0 0
19 0 1 0.2936423647 3.0681365793 -11.8648613247 0 0 0
20 0 1 1.7257435893 4.5006060229 -10.4163737243 0 0 0
21 0 1 3.1601289319 3.0679054033 -11.8653083005 0 0 0
53 0 1 3.159065445 3.0669765549 -9.0114550727 0 0 0
22 0 1 4.5924096797 4.5002115939 -10.4158890873 0 0 0
33 0 1 -2.5734023411 -2.6658039368 -9.0113675631 0 0 0
57 0 1 -2.5729335312 -5.5338768968 -9.0104890745 0 0 0
65 0 1 -2.573834047 -2.6683114891 -6.1664879423 0 0 0
64 0 1 -4.0057823821 -4.1008564418 -7.5880812415 0 0 0
71 0 1 -5.4396769538 -2.6685653836 -6.1701260095 0 0 0
89 0 1 -2.5725333572 -5.5388824709 -6.1670120422 0 0 0
95 0 1 -5.4374463634 -5.5369031182 -6.1699945985 0 0 0
35 0 1 0.2922376536 -2.666159606 -9.0110076435 0 0 0
58 0 1 -1.1411565227 -4.1012494341 -7.5873524879 0 0 0
67 0 1 0.2916872906 -2.6691148786 -6.1663005884 0 0 0
60 0 1 1.7233172558 -4.1006829949 -7.5878078356 0 0 0
91 0 1 0.2898276633 -5.5370138706 -6.1674255201 0 0 0
69 0 1 3.1569290198 -2.6677395396 -6.1678441943 0 0 0
62 0 1 4.5922802606 -4.1010298578 -7.5891177396 0 0 0
93 0 1 3.1577076102 -5.5354356178 -6.1700163262 0 0 0
40 0 1 -4.0058072569 -1.2329066624 -7.5871678427 0 0 0
73 0 1 -2.5716215285 0.1965764053 -6.1629855265 0 0 0
48 0 1 -4.0044069328 1.6313410076 -7.5864588103 0 0 0
79 0 1 -5.4382367175 0.1991267292 -6.1683127071 0 0 0
34 0 1 -1.1399848745 -1.2332458216 -7.5854564833 0 0 0
36 0 1 1.7245261223 -1.2329177438 -7.5863187507 0 0 0
42 0 1 -1.1383275496 1.629726219 -7.5854844659 0 0 0
75 0 1 0.2942756775 0.1971024438 -6.159657355 0 0 0
44 0 1 1.7250922323 1.6320025631 -7.5857823688 0 0 0
38 0 1 4.5921070096 -1.2322087931 -7.5881640502 0 0 0
77 0 1 3.1598180988 0.1985189044 -6.1673313092 0 0 0
46 0 1 4.5928443052 1.6330236162 -7.5875793361 0 0 0
81 0 1 -2.5698967865 3.0595850865 -6.1636911203 0 0 0
56 0 1 -4.0039457435 4.4960133283 -7.5878361528 0 0 0
87 0 1 -5.4362680044 3.0631046635 -6.1679980587 0 0 0
51 0 1 0.292772626 3.0660452097 -9.0111869653 0 0 0
50 0 1 -1.1399184819 4.4961430057 -7.5864260182 0 0 0
83 0 1 0.2932939983 3.0622991813 -6.1646016264 0 0 0
52 0 1 1.7240883084 4.4975904331 -7.5871423752 0 0 0
85 0 1 3.159546637 3.0656875863 -6.1672138377 0 0 0
54 0 1 4.5927799261 4.4984024206 -7.588876504 0 0 0
97 0 1 -2.5846351051 -2.6838271863 -3.349137821 0 0 0
96 0 1 -4.0098782822 -4.1077745771 -4.7489553645 0 0 0
