# LAMMPS data file written by Ovito 3.10.6

130 atoms
1 bonds
2 atom types
1 bond types

-5.7328 5.7328 xlo xhi
-5.7328 5.7328 ylo yhi
-17.1984 11.4656 zlo zhi

Masses

1 55.847  # Fe
2 1.008  # H

Atoms  # bond

83 0 1 -3.7556485007 -4.4596530238 -9.9396438832 0 0 0
24 0 1 -5.5711320722 -3.0281066336 -10.9198115892 0 0 0
52 0 1 -1.1257263253 -4.460168831 -10.590109048 0 0 0
54 0 1 1.4682311 -4.4606886736 -11.252678688 0 0 0
61 0 1 0.5761791373 -3.0281394017 -9.4714224105 0 0 0
81 0 1 4.9816628494 -4.4612108658 -9.1445138345 0 0 0
63 0 1 3.3001199589 -3.0295927204 -10.2858951911 0 0 0
51 0 1 -3.7567473307 -1.5940504702 -9.9396216524 0 0 0
120 0 1 -5.5724491864 -0.1622873711 -10.9193936724 0 0 0
19 0 1 -3.7574067312 1.2710497035 -9.9402574919 0 0 0
20 0 1 -1.1248512356 -1.5936360637 -10.5889852995 0 0 0
22 0 1 1.4705048073 -1.5945039347 -11.251496542 0 0 0
29 0 1 0.5770168477 -0.1616384441 -9.4719475102 0 0 0
116 0 1 -1.1245345802 1.2720253205 -10.5888774187 0 0 0
118 0 1 1.4705219726 1.2719076852 -11.2520342993 0 0 0
49 0 1 4.9823468557 -1.5961301017 -9.1443458669 0 0 0
31 0 1 3.3005212804 -0.162068512 -10.2859921279 0 0 0
17 0 1 4.982387935 1.2724156025 -9.1440619201 0 0 0
56 0 1 -5.5701840707 5.5724045156 -10.9219354685 0 0 0
115 0 1 -3.7560975735 4.139156392 -9.941216371 0 0 0
125 0 1 0.5749425002 2.7037719201 -9.4721859588 0 0 0
84 0 1 -1.1260685896 4.137783115 -10.5900090211 0 0 0
86 0 1 1.4696261885 4.1389198806 -11.253224566 0 0 0
93 0 1 0.5749699252 5.5704146496 -9.4713881874 0 0 0
88 0 1 -5.5722717145 2.7054809108 -10.9211343993 0 0 0
127 0 1 3.3003634466 2.7060331537 -10.2874966035 0 0 0
95 0 1 3.2992770049 5.5721380185 -10.2875197858 0 0 0
113 0 1 4.9814498708 4.1396162533 -9.1441393576 0 0 0
59 0 1 -2.0917819061 -3.0277046153 -8.7955130725 0 0 0
58 0 1 -3.0998812119 -4.4614522015 -7.0702065647 0 0 0
50 0 1 -4.7637831962 -3.0287575943 -8.1622657026 0 0 0
35 0 1 -4.0909408854 -3.0282392791 -5.3139413758 0 0 0
60 0 1 -0.4072588726 -4.4614835716 -7.7533098192 0 0 0
37 0 1 -1.3992948813 -3.0267318149 -6.0150628125 0 0 0
39 0 1 1.3050069027 -3.0259252521 -6.7306286973 0 0 0
38 0 1 0.3010497876 -4.4592804161 -4.9710378021 0 0 0
62 0 1 2.3043130382 -4.4602671384 -8.5057209076 0 0 0
89 0 1 5.6975705607 -4.460181546 -6.3924685582 0 0 0
64 0 1 3.9859049336 -3.0271386689 -7.4304399279 0 0 0
40 0 1 3.0041068468 -4.4612358528 -5.6864277414 0 0 0
27 0 1 -2.092681482 -0.1621645597 -8.7959824033 0 0 0
26 0 1 -3.1006656384 -1.5957795088 -7.0692945696 0 0 0
18 0 1 -4.7657137132 -0.16280799 -8.1624672104 0 0 0
57 0 1 5.6971284514 -1.5969816912 -6.3927106577 0 0 0
122 0 1 -3.102250848 1.2717901005 -7.0705847661 0 0 0
3 0 1 -4.0935776995 -0.1636126397 -5.3151269572 0 0 0
28 0 1 -0.406856656 -1.5944214657 -7.7526712621 0 0 0
5 0 1 -1.4004074286 -0.1609536731 -6.0152689482 0 0 0
7 0 1 1.3066166809 -0.16098209 -6.729842541 0 0 0
124 0 1 -0.4073399163 1.2700737664 -7.7532859463 0 0 0
102 0 1 0.2969442254 1.2734652113 -4.9680629192 0 0 0
30 0 1 2.3066707891 -1.5951024292 -8.5052117747 0 0 0
32 0 1 3.9862009815 -0.1628930462 -7.4305514263 0 0 0
25 0 1 5.6970282214 1.2704497717 -6.3932772359 0 0 0
126 0 1 2.3066226394 1.2712757044 -8.5060152177 0 0 0
